# Grid rel_cutoff vs total energy
# CUTOFF = 300
# Rel_Cutoff (Ry) | Total Energy (Ha)
     30.00     0.0000000000
     40.00  -158.7301924360  404322  175605  115772   90338
     50.00  -158.7301885768  443764  163386  110037   68850
     60.00  -158.7301883345  464321  166975   98795   55946
     70.00  -158.7301883346  502823  147207   90268   45739
     80.00  -158.7301883345  515555  145052   84243   41187
     90.00  -158.7301883345  532292  140983   76887   35875
    100.00  -158.7301883345  551766  125435   81741   27095
